label,message
spam,"Your lottery prize of £15,000 is ready for collection! Call 0906xxxxxxx."
spam,"COVID-19 Support: Apply for government financial support: link.com/financial-support"
spam,"Unpaid Fine: Your parking fine is overdue. Pay now to avoid penalty: link.com/pay-parking-fine"
spam,"Confidential Info: See who is searching for you online: link.com/search-check"
spam,"You have an urgent notification from your card provider. Click to view: link.com/card-notification"
spam,"Final Reminder: Your social media account will be deleted. Reactivate now: link.com/social-delete"
spam,"Your mobile number has been selected to win a luxury car! Reply CAR."
spam,"Get a FREE holiday to Japan! Limited availability. Book now: link.com/japan-holiday"
spam,"Scam Alert: Your personal data has been leaked. Protect yourself now: link.com/protect-data-2"
spam,"Investment Warning: Your mutual fund portfolio is underperforming. Review now: link.com/mutual-fund-review"
spam,"Private Photos: Your colleagues' secrets exposed! Click to view: link.com/colleague-secrets"
spam,"Your credit score has been negatively impacted. Immediate action: link.com/credit-impact"
spam,"You've been gifted a £500 travel voucher! Redeem it here: link.com/travel-voucher"
spam,"Urgent Security Update: Your login password needs to be reset: link.com/login-reset"
spam,"Claim your FREE cash prize of £4000! Text CLAIM to 88XXX."
spam,"Your parcel delivery has failed. Update details for redelivery: link.com/parcel-fail-4"
spam,"Win an electric scooter! Participate in our survey: link.com/scooter-survey"
spam,"Breaking News: Unbelievable celebrity revelations! See full story: link.com/celeb-revelations"
spam,"Your bank account has been locked. Verify identity here: link.com/verify-identity-4"
spam,"Get fit in 30 days! Advanced exercise program: link.com/advanced-fitness"
spam,"You have an outstanding payment of £19.99. Pay to avoid suspension: link.com/outstanding-payment-4"
spam,"Your subscription to Apple Music is on hold. Update payment: link.com/applemusic-update"
spam,"Secret deals just for you! Up to 99% off on premium brands: link.com/premium-brands"
spam,"Your phone has won £10,000 in our monthly draw! Text CASH4 to 66XXX."
spam,"Warning: Your personal information has been stolen. Check now: link.com/info-stolen"
spam,"Free Dogecoin! Claim your share of the crypto craze: link.com/free-dogecoin"
spam,"Your account security is compromised. Verify activity: link.com/account-compromised-2"
spam,"You've been pre-approved for a £40,000 mortgage loan! Apply now: link.com/mortgage-loan"
spam,"Exclusive Content: Never-before-seen footage of world leaders. Click here: link.com/world-leaders"
spam,"Your bank account has been suspended due to unauthorized transfers: link.com/bank-suspended-3"
spam,"Congratulations! You've won a FREE Nintendo Switch! Claim now: link.com/switch-prize"
spam,"Your delivery is pending. Pay £4.00 service charge for release: link.com/service-charge"
spam,"Lose weight easily and effectively! New revolutionary diet plan: link.com/revolutionary-diet"
spam,"Your lucky number has won £15,000! Call 0907xxxxxxx to collect."
spam,"Urgent: Your online gaming account has been hacked. Secure it now: link.com/gaming-hack"
spam,"Get a FREE laptop! Just answer a quick survey: link.com/free-laptop"
spam,"Your bank transaction security has expired. Generate new code: link.com/new-trans-security"
spam,"Congratulations! You've received a special reward of £300. Redeem here: link.com/special-reward-2"
spam,"Your subscription to HBO Max is expiring tonight. Renew now: link.com/hbomax-renew"
spam,"Unblock Your Account: Your online shopping account is locked due to unusual activity: link.com/locked-shopping"
spam,"Secret Adult Encounters: Find discreet partners tonight: link.com/discreet-encounters"
spam,"You have a parcel waiting from Royal Mail. Track and pay fee: link.com/royal-mail-track"
spam,"Warning: Your mobile data usage is critically low. Top up now: link.com/data-low"
spam,"Financial Opportunity: High-yield bonds, guaranteed daily profits: link.com/daily-profits-2"
spam,"You are entitled to a compensation payment of £1500. Claim here: link.com/claim-compensation-3"
spam,"Your email storage is full. Upgrade now to continue sending/receiving: link.com/email-full-2"
spam,"Shocking images from a leaked political scandal! View here: link.com/political-scandal-3"
spam,"Your bank account will be closed if not verified in 6 hours: link.com/bank-close-6hr-2"
spam,"Congratulations! You've been randomly selected to receive £600. Text YES to 88XXX."
spam,"Special Promo: Get 80% off on all home decor! Limited time only: link.com/home-decor-promo"
spam,"Your lottery prize of £20,000 is ready for collection! Call 0906xxxxxxx."
spam,"COVID-19 Support: Apply for government financial aid: link.com/financial-aid-2"
spam,"Unpaid Fine: Your library fine is overdue. Pay now to avoid penalty: link.com/pay-library-fine"
spam,"Confidential Info: See who is searching for you on dating apps: link.com/dating-app-check"
spam,"You have an urgent notification from your credit union. Click to view: link.com/credit-union-notification"
spam,"Final Reminder: Your gaming account will be deleted. Reactivate now: link.com/gaming-delete"
spam,"Your mobile number has been selected to win a luxury holiday! Reply HOLIDAY2."
spam,"Get a FREE holiday to Australia! Limited slots. Book now: link.com/australia-holiday"
spam,"Scam Alert: Your device is infected. Protect yourself now: link.com/device-infected"
spam,"Investment Warning: Your pension fund is underperforming. Review now: link.com/pension-review"
spam,"Private Photos: Your boss's secrets exposed! Click to view: link.com/boss-secrets"
spam,"Your credit score has been severely impacted. Immediate action: link.com/credit-impact-2"
spam,"You've been gifted a £600 spa voucher! Redeem it here: link.com/spa-voucher"
spam,"Urgent Security Update: Your banking password needs to be reset: link.com/banking-reset"
spam,"Claim your FREE cash prize of £5000! Text CLAIM to 88XXX."
spam,"Your parcel delivery has failed. Update details for redelivery: link.com/parcel-fail-5"
spam,"Win a gaming PC! Participate in our survey for a chance to win: link.com/gaming-pc-survey"
spam,"Breaking News: Major corporate scandal! See all the evidence: link.com/corporate-scandal"
spam,"Your bank account has been locked. Verify identity here: link.com/verify-identity-5"
spam,"Get fit in 60 days! Comprehensive exercise plan: link.com/60day-fitness"
spam,"You have an outstanding payment of £24.99. Pay to avoid suspension: link.com/outstanding-payment-5"
spam,"Your subscription to Peloton is on hold. Update payment: link.com/peloton-update"
spam,"Secret deals just for you! Up to 99.9% off on luxury items: link.com/luxury-deals"
spam,"Your phone has won £12,000 in our weekly draw! Text CASH5 to 66XXX."
spam,"Warning: Your personal information has been compromised. Check now: link.com/info-compromised"
spam,"Free Shiba Inu! Claim your share of the crypto market: link.com/free-shiba"
spam,"Your account security is at severe risk. Verify activity: link.com/severe-risk"
spam,"You've been pre-approved for a £50,000 personal loan! Apply now: link.com/personal-loan-2"
spam,"Exclusive Content: Never-before-seen footage of famous figures. Click here: link.com/famous-figures"
spam,"Your bank account has been suspended due to unusual transfers: link.com/bank-suspended-4"
spam,"Congratulations! You've won a FREE VR Headset! Claim now: link.com/vr-prize"
spam,"Your delivery is pending. Pay £4.50 processing fee for release: link.com/processing-fee"
spam,"Lose weight permanently! New scientific breakthrough: link.com/permanent-weightloss"
spam,"Your lucky number has won £18,000! Call 0907xxxxxxx to collect."
spam,"Urgent: Your financial account has been compromised. Secure it now: link.com/financial-compromised"
spam,"Get a FREE professional camera! Just answer a few questions: link.com/free-camera"
spam,"Your bank transaction security has expired. Generate new code: link.com/new-trans-security-2"
spam,"Congratulations! You've received a special reward of £400. Redeem here: link.com/special-reward-3"
spam,"Your subscription to Paramount+ is expiring tonight. Renew now: link.com/paramount-renew"
spam,"Unblock Your Account: Your social media account is locked due to suspicious activity: link.com/locked-social"
spam,"Secret Adult Hookups: Find casual encounters near your location: link.com/local-encounters"
spam,"You have a parcel waiting from Evri. Track and pay fee: link.com/evri-track"
spam,"Warning: Your mobile data usage is critically low. Top up now: link.com/data-usage-low"
spam,"Financial Opportunity: High-yield cryptocurrency investments: link.com/crypto-investments"
spam,"You are entitled to a compensation payment of £1800. Claim here: link.com/claim-compensation-4"
spam,"Your email storage is full. Upgrade now to continue sending/receiving: link.com/email-full-3"
spam,"Shocking images from a leaked royal family scandal! View here: link.com/royal-family-scandal"
spam,"Your bank account will be closed if not verified in 12 hours: link.com/bank-close-12hr-2"
spam,"Congratulations! You've been randomly selected to receive £700. Text YES to 88XXX."
spam,"Special Promo: Get 85% off on all gadgets! Limited time only: link.com/gadget-promo"
spam,"Your lottery prize of £25,000 is ready for collection! Call 0906xxxxxxx."
spam,"COVID-19 Support: Apply for government employment support: link.com/employment-support"
spam,"Unpaid Fine: Your council tax fine is overdue. Pay now to avoid penalty: link.com/pay-council-fine"
spam,"Confidential Info: See who is gossiping about you online: link.com/gossip-check"
spam,"You have an urgent notification from your investment platform. Click to view: link.com/investment-notification"
spam,"Final Reminder: Your professional networking account will be deleted. Reactivate now: link.com/networking-delete"
spam,"Your mobile number has been selected to win a luxury yacht! Reply YACHT."
spam,"Get a FREE holiday to Canada! Limited slots. Book now: link.com/canada-holiday"
spam,"Scam Alert: Your device is at high risk. Protect yourself now: link.com/high-risk"
spam,"Investment Warning: Your retirement fund is underperforming. Review now: link.com/retirement-review"
spam,"Private Photos: Your teacher's secrets exposed! Click to view: link.com/teacher-secrets"
spam,"Your credit score has been severely affected. Immediate action: link.com/credit-affected"
spam,"You've been gifted a £700 shopping spree! Redeem it here: link.com/shopping-spree"
spam,"Urgent Security Update: Your online banking password needs to be reset: link.com/online-banking-reset"
spam,"Claim your FREE cash prize of £6000! Text CLAIM to 88XXX."
spam,"Your parcel delivery has failed. Update details for redelivery: link.com/parcel-fail-6"
spam,"Win a brand new car! Participate in our survey for a chance to win: link.com/car-survey"
spam,"Breaking News: Major financial scandal! See all the evidence: link.com/financial-scandal"
